Application,GPU,CPU,Resolution,Runtime,AllowsTearing,ProcessID,SwapChainAddress,SyncInterval,PresentFlags,PresentMode,Dropped,FlipToken,TimeInSeconds,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,Render Queue Depth,MsPCLatency,GPU0Clk(MHz),GPU0MemClk(MHz),GPU0Util(%),GPU0Temp(C),GPU1Clk(MHz),GPU1MemClk(MHz),GPU1Util(%),GPU1Temp(C),PCAT Power Total(W),Perf/W Total(F/J) (PCAT),Perf/W Total(F/J) (API),Perf/W GPUOnly(F/J) (API),Perf/W Total-USBC(F/J) (API),GPUOnlyPwr(W) (API),NV-Total-USBCPwr(W) (API),NV Pwr(W) (API),AMDPwr(W) (API),CPUClk(MHz),CPUUtil(%),CPU Package Temp(C),CPU Package Power(W),CPU TDP (W),CPUCoreUtil%[ 0],CPUCoreUtil%[ 1],CPUCoreUtil%[ 2],CPUCoreUtil%[ 3],CPUCoreUtil%[ 4],CPUCoreUtil%[ 5],CPUCoreUtil%[ 6],CPUCoreUtil%[ 7],CPUCoreUtil%[ 8],CPUCoreUtil%[ 9],CPUCoreUtil%[10],CPUCoreUtil%[11],CPUCoreUtil%[12],CPUCoreUtil%[13],CPUCoreUtil%[14],CPUCoreUtil%[15],CPUCoreUtil%[16],CPUCoreUtil%[17],CPUCoreUtil%[18],CPUCoreUtil%[19],CPUCoreUtil%[20],CPUCoreUtil%[21],CPUCoreUtil%[22],CPUCoreUtil%[23],CPUCoreUtil%[24],CPUCoreUtil%[25],CPUCoreUtil%[26],CPUCoreUtil%[27],CPUCoreUtil%[28],CPUCoreUtil%[29],CPUCoreUtil%[30],CPUCoreUtil%[31],CPUCoreUtil%[32],CPUCoreUtil%[33],CPUCoreUtil%[34],CPUCoreUtil%[35],CPUCoreUtil%[36],CPUCoreUtil%[37],CPUCoreUtil%[38],CPUCoreUtil%[39],CPUCoreUtil%[40],CPUCoreUtil%[41],CPUCoreUtil%[42],CPUCoreUtil%[43],CPUCoreUtil%[44],CPUCoreUtil%[45],CPUCoreUtil%[46],CPUCoreUtil%[47],CPUCoreUtil%[48],CPUCoreUtil%[49],CPUCoreUtil%[50],CPUCoreUtil%[51],CPUCoreUtil%[52],CPUCoreUtil%[53],CPUCoreUtil%[54],CPUCoreUtil%[55],CPUCoreUtil%[56],CPUCoreUtil%[57],CPUCoreUtil%[58],CPUCoreUtil%[59],CPUCoreUtil%[60],CPUCoreUtil%[61],CPUCoreUtil%[62],CPUCoreUtil%[63],Current Battery Capacity(Wh),Total Battery Capacity(Wh),Battery Percentage,Battery Drain Rate(W)
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3011.974069,NA,5.926,4.234,0.148,2.218,6.326,0.374,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.542,0.695,0.542,242,311,311,NA,4279,46, 77,122.473,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3011.982796,NA,8.726,12.489,0.125,1.770,10.088,0.203,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.368,0.472,0.368,242,311,311,NA,4279,46, 77,122.473,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3011.987872,NA,5.077,4.087,0.083,0.922,9.098,0.182,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.633,0.811,0.633,242,311,311,NA,4279,46, 77,122.473,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3011.997460,NA,9.588,8.672,0.200,1.505,8.182,0.157,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.335,0.429,0.335,242,311,311,NA,4279,46, 77,122.473,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.003151,NA,5.691,8.013,0.157,3.836,10.505,0.674,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.565,0.724,0.565,242,311,311,NA,4279,46, 77,122.473,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.012789,NA,9.638,8.342,0.132,1.364,9.209,0.141,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.334,0.427,0.334,242,311,311,NA,4279,46, 77,122.473,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.022433,NA,9.644,8.457,0.154,1.317,8.022,0.137,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.333,0.427,0.333,242,311,311,NA,4279,46, 77,122.473,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.032337,NA,9.903,8.220,0.095,1.698,6.338,0.171,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.325,0.416,0.325,242,311,311,NA,4279,46, 77,122.473,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.040039,NA,7.702,8.415,0.083,1.674,7.051,0.217,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.417,0.535,0.417,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.048355,NA,8.316,8.309,0.163,2.142,7.044,0.258,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.387,0.495,0.387,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.058826,NA,10.471,12.540,0.112,1.120,9.113,0.107,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.307,0.393,0.307,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.065659,NA,6.834,8.299,0.122,1.595,10.578,0.233,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.470,0.603,0.470,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.075135,NA,9.476,8.382,0.106,1.208,9.485,0.128,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.339,0.435,0.339,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.082408,NA,7.273,8.275,0.409,2.563,10.488,0.352,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.442,0.566,0.442,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.090825,NA,8.417,4.196,0.255,0.967,6.267,0.115,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.382,0.489,0.382,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.098488,NA,7.664,8.304,0.113,2.735,6.907,0.357,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.419,0.537,0.419,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.106492,NA,8.004,8.380,0.103,1.572,7.284,0.196,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.402,0.514,0.402,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.114441,NA,7.949,8.332,0.115,2.743,7.667,0.345,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.404,0.518,0.404,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.121559,NA,7.118,12.495,0.171,3.205,13.044,0.450,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.452,0.578,0.452,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.130196,NA,8.637,8.352,0.124,2.077,12.759,0.240,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.372,0.477,0.372,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.139627,NA,9.431,8.395,0.106,1.084,11.723,0.115,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.341,0.437,0.341,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.147015,NA,7.388,4.113,0.123,1.585,8.448,0.214,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.435,0.557,0.435,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.155371,NA,8.356,8.390,0.127,1.126,8.482,0.135,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.385,0.493,0.385,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.160538,NA,5.167,8.312,0.142,4.163,11.627,0.806,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.622,0.797,0.622,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,1,0,3012.165244,NA,4.706,0.000,0.113,2.915,0.000,0.619,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.683,0.875,0.683,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,1,0,3012.168589,NA,3.345,0.000,0.123,1.103,0.000,0.330,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.961,1.231,0.961,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.169865,NA,1.276,4.276,0.101,0.125,6.577,0.098,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,2.520,3.228,2.520,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.173738,NA,3.873,4.044,0.113,0.204,6.747,0.053,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.830,1.063,0.830,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.177248,NA,3.510,8.465,0.100,0.154,11.702,0.044,NA,1920,9751,72,72,NA,NA,NA,NA,NA,NA,0.916,1.173,0.916,242,311,311,NA,4279,46, 76,125.760,NA,63,71,57,66,41,52,56,56,51,59,64,52,43,53,42,43,32,47,33,43,25,37,31,42,34,43,33,40,37,37,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,1,0,3012.181872,NA,4.624,0.000,0.138,0.218,0.000,0.047,NA,1920,9751,82,73,NA,NA,NA,NA,NA,NA,0.688,0.879,0.688,246,314,314,NA,4276,43, 76,125.760,NA,59,69,55,60,34,51,47,58,50,55,64,48,40,52,34,47,32,44,32,42,24,40,31,45,37,38,29,37,29,38,26,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.187136,NA,5.264,4.043,0.114,0.215,5.856,0.041,NA,1920,9751,82,73,NA,NA,NA,NA,NA,NA,0.604,0.772,0.604,246,314,314,NA,4276,43, 76,125.760,NA,59,69,55,60,34,51,47,58,50,55,64,48,40,52,34,47,32,44,32,42,24,40,31,45,37,38,29,37,29,38,26,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.190274,NA,3.138,4.186,0.085,0.111,6.904,0.036,NA,1920,9751,82,73,NA,NA,NA,NA,NA,NA,1.013,1.295,1.013,246,314,314,NA,4276,43, 76,125.760,NA,59,69,55,60,34,51,47,58,50,55,64,48,40,52,34,47,32,44,32,42,24,40,31,45,37,38,29,37,29,38,26,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.193609,NA,3.336,4.214,0.141,0.328,7.783,0.098,NA,1920,9751,82,73,NA,NA,NA,NA,NA,NA,0.953,1.218,0.953,246,314,314,NA,4276,43, 76,125.760,NA,59,69,55,60,34,51,47,58,50,55,64,48,40,52,34,47,32,44,32,42,24,40,31,45,37,38,29,37,29,38,26,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrome.exe,NVIDIA GeForce RTX 3090,AMD Ryzen 9 5950X 16-Core Processor            ,1271x1308,Other,0,9392,0x000002A54450FD80,0,0,Composed: Flip,0,0,3012.199014,NA,5.405,4.133,0.385,0.461,6.511,0.085,NA,1920,9751,82,73,NA,NA,NA,NA,NA,NA,0.588,0.752,0.588,246,314,314,NA,4276,43, 76,125.760,NA,59,69,55,60,34,51,47,58,50,55,64,48,40,52,34,47,32,44,32,42,24,40,31,45,37,38,29,37,29,38,26,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
